date,module,actual_avg_balances,required_reserves,required_reserves_accounts,spread,ruonia,MAD_score_spread,MAD_score_RUONIA,Flag_EndOfPeriod,M1_signal
2011-04-01,M1_reserves,604.558333333333,362.5,280.8,242.05833333333305,3.1633333333333336,-2.105826970386605,,1,0.0
2011-05-01,M1_reserves,640.7225806451613,418.1,335.4,222.6225806451613,3.6725000000000003,-2.284677604767368,,1,0.0
2011-06-01,M1_reserves,655.4883333333333,430.4,331.3,225.08833333333337,3.651904761904762,-2.2239485171024267,,1,0.0
2011-07-01,M1_reserves,663.7258064516128,437.4,341.6,226.32580645161283,3.820952380952381,-2.1486128348075004,,1,0.0
2011-08-01,M1_reserves,670.7870967741934,446.7,342.6,224.0870967741934,3.863913043478261,-2.1760427617735387,,1,0.0
2011-09-01,M1_reserves,704.5666666666665,455.0,347.0,249.5666666666665,4.36090909090909,-1.3333817419215135,,1,0.0
2011-10-01,M1_reserves,699.9,469.2,356.6,230.7,4.871428571428571,-1.4578912594419922,,1,0.0
2011-11-01,M1_reserves,719.6633333333335,486.2,369.6,233.46333333333354,4.965238095238095,-1.370962794885403,,1,0.0
2011-12-01,M1_reserves,953.2241935483872,501.7,378.4,451.52419354838725,5.332380952380952,3.0879035830933916,,1,1.8527421498560348
2012-01-01,M1_reserves,773.6048387096772,518.1,390.1,255.5048387096772,4.79625,-0.9203306711834929,,1,0.0
2012-02-01,M1_reserves,724.7196428571432,526.7,393.9,198.01964285714314,4.3585,-2.1179640011957592,,1,0.0
2012-03-01,M1_reserves,710.1661290322579,512.9,385.2,197.26612903225794,5.035714285714286,-2.0596856064260525,,1,0.0
2012-04-01,M1_reserves,692.8683333333336,508.1,382.7,184.76833333333354,5.244761904761905,-2.3263991634429457,,1,0.0
2012-05-01,M1_reserves,688.5338709677418,517.3,387.7,171.23387096774184,5.701904761904761,-2.6061104765698637,,1,0.0
2012-06-01,M1_reserves,707.6216666666666,526.4,392.8,181.22166666666658,5.653499999999999,-2.377004928964918,,1,0.0
2012-07-01,M1_reserves,720.2790322580646,543.1,403.2,177.17903225806458,5.531818181818182,-2.291065408048584,,1,0.0
2012-08-01,M1_reserves,712.5387096774191,540.6,407.1,171.93870967741907,5.24695652173913,-2.2650900615137557,,1,0.0
2012-09-01,M1_reserves,729.2166666666668,549.2,411.5,180.01666666666677,5.46,-1.848319896216839,,1,0.0
2012-10-01,M1_reserves,738.0693548387098,554.3,413.9,183.7693548387099,6.022608695652174,-1.3615190480725299,,1,0.0
2012-11-01,M1_reserves,744.7016666666666,563.3,419.5,181.40166666666664,6.0652380952380955,-1.3368967315177631,,1,0.0
2012-12-01,M1_reserves,1054.9790322580643,569.5,425.6,485.4790322580643,6.1925,4.683589120405361,1.9820482604135792,1,3.602972776408648
2013-01-01,M1_reserves,841.8306451612904,593.1,441.0,248.73064516129034,5.370588235294117,0.004593172058549985,1.1099270490227784,1,0.44672672284424136
2013-02-01,M1_reserves,789.8696428571432,601.0,446.7,188.86964285714316,5.611,-1.1446261550537755,1.083799212598425,1,0.43351968503937005
2013-03-01,M1_reserves,798.2435483870968,605.5,449.5,192.74354838709678,5.9615,-0.9289859357603782,1.2812399504708567,1,0.5124959801883427
2013-04-01,M1_reserves,841.4666666666669,640.1,473.6,201.3666666666669,6.1072727272727265,-0.6785943954140704,1.4073690941876345,1,0.5629476376750538
2013-05-01,M1_reserves,858.698387096774,666.0,487.0,192.698387096774,6.295,-0.8094762737722595,1.3652214052923708,1,0.5460885621169483
2013-06-01,M1_reserves,890.6966666666668,676.5,497.7,214.19666666666683,6.24421052631579,-0.295987940105206,1.2323416930503155,1,0.49293667722012624
2013-07-01,M1_reserves,871.4274193548389,686.1,507.5,185.32741935483887,6.002173913043479,-1.0472432729829368,0.9899029165942039,1,0.3959611666376816
2013-08-01,M1_reserves,840.5499999999998,674.9,501.6,165.64999999999986,6.011818181818182,-1.591580679986574,1.0055634152246913,1,0.4022253660898765
2013-09-01,M1_reserves,865.705,679.6,506.1,186.10500000000002,6.1780952380952385,-0.9881079925505388,1.1681216193428716,1,0.4672486477371487
2013-10-01,M1_reserves,862.2161290322582,675.3,507.7,186.91612903225825,5.979565217391304,-0.8015700983221892,0.9447823190008364,1,0.37791292760033457
2013-11-01,M1_reserves,888.1166666666667,683.6,506.4,204.51666666666665,6.1145000000000005,0.0698886957807881,1.1019246818506006,1,0.4827030902087131
2013-12-01,M1_reserves,1242.059677419355,794.1,402.3,447.959677419355,6.42952380952381,10.872374104323717,1.598485747317362,1,7.162818761521175
2014-01-01,M1_reserves,1067.0774193548389,825.8,404.8,241.2774193548389,6.047058823529412,1.701102068032638,0.9336040788684764,1,1.3941028723669733
2014-02-01,M1_reserves,1027.355357142857,846.1,412.3,181.25535714285695,5.9635,-0.8114594160645834,0.7318143255362985,1,0.2927257302145194
2014-03-01,M1_reserves,1050.0274193548385,866.0,439.9,184.02741935483846,7.830499999999999,-0.7149089266639653,4.592735042735035,1,1.8370940170940142
2014-04-01,M1_reserves,1060.5583333333334,883.4,430.1,177.15833333333342,7.821363636363636,-1.0005802518443714,4.929440867654341,1,1.9717763470617364
2014-05-01,M1_reserves,1060.4935483870966,894.6,430.3,165.89354838709653,8.15263157894737,-1.7249824992006086,5.313347019295349,1,2.1253388077181397
2014-06-01,M1_reserves,1078.405,880.7,427.8,197.70499999999993,8.182105263157895,0.35289885416270655,4.945062601046184,1,2.1897643529160975
2014-07-01,M1_reserves,1043.0354838709677,877.4,428.6,165.63548387096773,8.12304347826087,-1.8470743696291,4.793354977765011,1,1.9173419911060046
2014-08-01,M1_reserves,1003.5967741935484,833.6,446.6,169.9967741935484,7.851904761904761,-1.4785083718679963,4.146203698073802,1,1.658481479229521
2014-09-01,M1_reserves,1019.795,861.1,427.1,158.69499999999994,7.944090909090909,-2.133019115876856,4.315657163943465,1,1.726262865577386
2014-10-01,M1_reserves,1052.0467741935486,871.7,432.7,180.34677419354853,8.23,-0.44207031796505664,4.929871202702163,1,1.9719484810808652
2014-11-01,M1_reserves,1094.0883333333334,909.0,451.9,185.08833333333337,10.226111111111111,-0.0097366058721835,9.04413950047845,1,3.61765580019138
2014-12-01,M1_reserves,1518.6951612903222,966.9,470.8,551.7951612903222,15.448636363636364,29.858005824010245,19.37636700276297,1,25.665350295511335
2015-01-01,M1_reserves,1224.9064516129033,1047.1,496.7,177.8064516129034,16.956,-0.7067809180303453,21.11260032203952,1,8.445040128815808
2015-02-01,M1_reserves,1214.5803571428569,1066.7,491.7,147.88035714285684,15.103684210526318,-3.510483278511786,16.669465613310784,1,6.667786245324314
2015-03-01,M1_reserves,1215.8774193548386,1102.8,504.2,113.07741935483864,14.825238095238095,-6.80812466082633,15.096736239097737,1,6.0386944956390955
2015-04-01,M1_reserves,1188.9566666666665,1063.3,483.5,125.65666666666652,14.371818181818183,-5.175716265326609,13.335516445622885,1,5.334206578249154
2015-05-01,M1_reserves,1138.9467741935484,1006.2,457.5,132.7467741935484,12.794444444444444,-4.289871604721092,9.102531695637262,1,3.641012678254905
2015-06-01,M1_reserves,1163.0483333333332,1020.6,463.8,142.44833333333315,12.49904761904762,-2.897130815933342,7.291772311087926,1,2.9167089244351705
2015-07-01,M1_reserves,1201.9177419354835,1048.4,475.4,153.5177419354834,11.491739130434782,-1.8275034519590652,4.869034857854482,1,1.9476139431417927
2015-08-01,M1_reserves,1205.0016129032256,1068.6,486.5,136.40161290322567,10.807619047619047,-2.7467956148246357,3.319994145199062,1,1.3279976580796249
2015-09-01,M1_reserves,1398.0783333333334,1257.2,361.2,140.87833333333333,11.097272727272726,-2.461650623303291,1.8086513335988452,1,0.7234605334395381
2015-10-01,M1_reserves,1465.532258064516,1320.6,365.3,144.9322580645162,11.162272727272727,-1.9989900207468863,1.8106307265574215,1,0.7242522906229687
2015-11-01,M1_reserves,1423.2816666666663,1290.0,356.9,133.2816666666663,11.4455,-2.2272108269282245,1.8601277217606893,1,0.7440510887042757
2015-12-01,M1_reserves,1665.2806451612903,1318.7,363.4,346.58064516129025,11.203636363636363,7.770007241014866,1.5373501458467809,1,5.276944402947632
2016-01-01,M1_reserves,1529.3824483437495,1367.1,382.3,162.2824483437496,11.061333333333332,-0.8610184342207832,1.3616858074200382,1,0.5446743229680153
2016-02-01,M1_reserves,1581.0142857142855,1416.2,386.3,164.81428571428546,10.878,-0.6494799671280672,1.245409144911841,1,0.4981636579647364
2016-03-01,M1_reserves,1566.435714285714,1439.1,391.1,127.33571428571418,10.932857142857143,-2.0929942930702046,1.230961247711674,1,0.49238449908466964
2016-04-01,M1_reserves,1514.8114285714291,1380.1,375.3,134.71142857142922,10.712380952380952,-1.5429666407694447,0.6624784609699338,1,0.26499138438797354
2016-05-01,M1_reserves,1562.607142857142,1451.1,394.1,111.50714285714207,11.062105263157894,-2.5850227759179174,0.24340615936114227,1,0.09736246374445691
2016-06-01,M1_reserves,1569.771428571429,1443.0,391.5,126.77142857142894,10.554285714285713,-1.8517260304044516,-0.03167611778702107,1,0.0
2016-07-01,M1_reserves,1576.6392857142862,1442.6,391.4,134.03928571428628,10.275714285714285,-1.4026150200691936,-0.1450219530043095,1,0.0
2016-08-01,M1_reserves,1628.0885714285716,1525.5,413.8,102.58857142857164,10.291304347826086,-2.6482499726575495,-0.14091035505701316,1,0.0
2016-09-01,M1_reserves,1884.5,1760.0,477.6,124.5,10.239090909090908,-1.428778696982989,-0.17274497654244503,1,0.0
2016-10-01,M1_reserves,1867.9,1761.4,476.7,106.5,10.322380952380954,-2.08430130116561,-0.15444045882770224,1,0.0
2016-11-01,M1_reserves,1852.2,1746.7,475.2,105.5,9.995238095238095,-1.8459892176697936,-0.46847805434162976,1,0.0
2016-12-01,M1_reserves,1978.8,1765.6,481.9,213.20000000000005,10.18047619047619,2.5526218321210377,-0.5421580358575836,1,1.5315730992726226
2017-01-01,M1_reserves,1858.2,1743.3,478.2,114.90000000000009,10.122941176470588,-1.4772292578897879,-0.7038620475196692,1,0.0
2017-02-01,M1_reserves,1989.4,1874.4,514.6,115.0,10.160555555555556,-1.2997195434269297,-0.782486685295311,1,0.0
2017-03-01,M1_reserves,1971.0,1865.1,507.5,105.90000000000009,9.890454545454546,-1.4838829129878013,-1.2295264025220314,1,0.0
2017-04-01,M1_reserves,1981.0,1848.1,504.9,132.9000000000001,9.5495,-0.24228267296941408,-1.793834634950204,1,0.0
2017-05-01,M1_reserves,1931.4,1841.6,501.0,89.80000000000018,9.119,-2.006091515165906,-2.506348069069285,1,0.0
2017-06-01,M1_reserves,1945.9,1861.4,506.5,84.5,9.107619047619048,-2.2585330530760985,-2.5251844952353655,1,0.0
2017-07-01,M1_reserves,1967.1,1871.4,504.3,95.69999999999982,8.934761904761904,-1.7764942729316957,-2.811277495163718,1,0.0
2017-08-01,M1_reserves,1983.0,1901.7,508.9,81.29999999999995,8.495652173913044,-2.465607940355896,-3.538040752497578,1,0.0
2017-09-01,M1_reserves,1979.9,1895.1,505.9,84.80000000000018,8.335714285714285,-2.286251000954311,-3.8027513075875916,1,0.0
2017-10-01,M1_reserves,1974.1,1874.3,497.0,99.79999999999995,8.034545454545453,-1.439695929269539,-4.301210861933083,1,0.0
2017-11-01,M1_reserves,1967.7,1885.0,497.5,82.70000000000005,7.987142857142857,-2.143701721831462,-3.8323537248632498,1,0.0
2017-12-01,M1_reserves,2172.9,1901.3,506.2,271.60000000000014,7.782500000000001,6.986233979199983,-3.566690405941597,1,4.19174038751999
2018-01-01,M1_reserves,2011.1,1907.2,506.2,103.89999999999986,7.079411764705882,-1.1149192828846493,-3.921877416972847,1,0.0
2018-02-01,M1_reserves,2001.1,1908.5,506.4,92.59999999999991,7.162105263157895,-1.6760127289928726,-3.6884544633197502,1,0.0
2018-03-01,M1_reserves,2024.6,1929.5,507.3,95.09999999999991,7.154999999999999,-1.5204979275741697,-3.55629163720272,1,0.0
2018-04-01,M1_reserves,2041.2,1936.3,508.5,104.90000000000009,7.007142857142857,-0.8002925552390471,-3.4811721387650385,1,0.0
2018-05-01,M1_reserves,2071.3,1992.4,521.9,78.90000000000009,6.949,-1.8201817657241413,-3.3583454303400475,1,0.0
2018-06-01,M1_reserves,2104.9,2016.1,527.7,88.80000000000018,6.9975,-1.1777988451262162,-3.1823591495298755,1,0.0
2018-07-01,M1_reserves,2105.8,2023.8,531.3,82.00000000000023,7.083181818181817,-1.2246517654680664,-2.968102709603649,1,0.0
2018-08-01,M1_reserves,2100.3,2025.2,527.1,75.10000000000014,7.0343478260869565,-1.4623005877413995,-2.599489443136009,1,0.0
2018-09-01,M1_reserves,2236.1,2167.8,563.6,68.29999999999973,7.1275,-1.7695167286245348,-2.0208881085699986,1,0.0
2018-10-01,M1_reserves,2278.5,2210.1,570.1,68.40000000000009,7.260869565217392,-1.741128759716103,-1.5216141579743068,1,0.0
2018-11-01,M1_reserves,2273.9,2200.5,569.2,73.40000000000009,7.23904761904762,-1.4832535885167426,-1.3523858609285742,1,0.0
2018-12-01,M1_reserves,2394.6,2202.2,575.3,192.4000000000001,7.477500000000001,4.210526315789484,-1.0892977150537626,1,2.5263157894736903
2019-01-01,M1_reserves,2331.4,2258.0,586.3,73.40000000000009,7.61529411764706,-1.4283467797073746,-0.7332647001067403,1,0.0
2019-02-01,M1_reserves,2337.5,2272.8,588.4,64.69999999999982,7.519499999999999,-1.9366234553862678,-0.671606967849965,1,0.0
2019-03-01,M1_reserves,2346.3,2278.9,587.2,67.40000000000009,7.590999999999999,-1.8065476190475995,-0.5382424948137181,1,0.0
2019-04-01,M1_reserves,2377.0,2293.5,588.9,83.5,7.673636363636363,-0.7878931189406582,-0.35348049276130783,1,0.0
2019-05-01,M1_reserves,2389.1,2324.4,593.9,64.69999999999982,7.6483333333333325,-2.1123188405797237,-0.28563377629798153,1,0.0
2019-06-01,M1_reserves,2393.7,2333.9,595.9,59.79999999999973,7.525789473684211,-2.0933333333333546,-0.30137396925527743,1,0.0
2019-07-01,M1_reserves,2403.8,2334.8,596.7,69.0,7.240869565217391,-1.2767295597484318,-0.695434148613156,1,0.0
2019-08-01,M1_reserves,2424.3,2362.6,603.8,61.70000000000027,7.084090909090909,-1.3983286908077908,-0.9949245564046098,1,0.0
2019-09-01,M1_reserves,2490.2,2429.5,620.1,60.69999999999982,6.827619047619048,-1.4693251533742335,-1.4861121277154297,1,0.0
2019-10-01,M1_reserves,2488.6,2430.2,618.9,58.40000000000009,6.767391304347826,-1.6253968253968079,-1.6563198239340506,1,0.0
2019-11-01,M1_reserves,2499.1,2436.2,619.4,62.90000000000009,6.4465,-1.324590163934412,-2.258921807452138,1,0.0
2019-12-01,M1_reserves,2526.4,2427.8,617.4,98.59999999999991,6.1571428571428575,1.0231023102310095,-2.8156258148631035,1,0.6138613861386056
2020-01-01,M1_reserves,2479.3,2418.4,617.6,60.90000000000009,6.038823529411765,-1.4793103448275662,-3.6263127362178156,1,0.0
2020-02-01,M1_reserves,2474.1,2398.3,612.7,75.79999999999973,5.923684210526315,-0.42545454545457895,-3.4839367369239618,1,0.0
2020-03-01,M1_reserves,2536.4,2430.8,622.0,105.59999999999991,5.753684210526315,1.7418181818181975,-3.792917981884643,1,1.0450909090909184
2020-04-01,M1_reserves,2684.8,2604.9,664.8,79.90000000000009,5.917894736842105,-0.05490196078430789,-3.1862278263694286,1,0.0
2020-05-01,M1_reserves,2699.5,2634.6,671.3,64.90000000000009,5.378823529411765,-1.0469314079422452,-4.32178317582698,1,0.0
2020-06-01,M1_reserves,2635.7,2569.5,656.3,66.19999999999982,4.9245,-0.8884462151394527,-5.3141027662997145,1,0.0
2020-07-01,M1_reserves,2589.6,2528.5,646.7,61.09999999999991,4.175909090909091,-1.3348837209302205,-6.473466658561789,1,0.0
2020-08-01,M1_reserves,2631.7,2577.9,659.2,53.79999999999973,4.112380952380953,-1.8675799086758267,-6.258458152496414,1,0.0
2020-09-01,M1_reserves,2699.0,2633.9,673.2,65.09999999999991,4.166363636363636,-0.8058252427184678,-6.109716428661169,1,0.0
2020-10-01,M1_reserves,2753.1,2688.3,686.2,64.79999999999973,4.195,-0.6530612244898314,-5.706469656011958,1,0.0
2020-11-01,M1_reserves,2806.4,2736.7,699.0,69.70000000000027,4.0705,0.04191616766468631,-5.487303376149436,1,0.025149700598811785
2020-12-01,M1_reserves,2902.0,2790.7,713.6,111.30000000000018,4.129545454545454,5.023952095808307,-5.323457782312294,1,3.0143712574849837
2021-01-01,M1_reserves,2878.5,2818.1,720.7,60.40000000000009,4.284666666666666,-1.0779220779220657,-4.5947321475418486,1,0.0
2021-02-01,M1_reserves,2895.3,2825.0,722.0,70.30000000000018,3.999473684210526,0.21768707482995323,-4.041248113170771,1,0.13061224489797194
2021-03-01,M1_reserves,2964.7,2906.3,740.9,58.399999999999636,4.2,-1.3537414965986934,-3.346919922061504,1,0.0
2021-04-01,M1_reserves,3010.7,2934.1,748.8,76.59999999999991,4.479090909090909,1.1224489795918506,-2.386679789371717,1,0.6734693877551103
2021-05-01,M1_reserves,3081.6,3005.8,771.8,75.79999999999973,4.7573684210526315,1.0136054421768586,-1.2906164147947108,1,0.6081632653061151
2021-06-01,M1_reserves,3134.3,3032.0,772.4,102.30000000000018,5.092857142857143,4.619047619047714,-0.7995917933289238,1,2.771428571428628
2021-07-01,M1_reserves,3169.3,3038.5,773.5,130.80000000000018,5.765909090909091,8.496598639455925,-0.16961414376483824,1,5.097959183673555
2021-08-01,M1_reserves,3193.5,3058.6,777.9,134.9000000000001,6.306818181818182,8.93288590604051,0.2564274473508756,1,5.462302522564657
2021-09-01,M1_reserves,3242.9,3104.1,788.5,138.80000000000018,6.556363636363637,9.103896103896068,0.4529794082941758,1,5.643529425655311
2021-10-01,M1_reserves,3264.6,3131.5,794.4,133.0999999999999,6.808571428571428,7.634730538922004,0.6572769165276445,1,4.84374908996426
2021-11-01,M1_reserves,3292.1,3148.9,799.9,143.19999999999982,7.3075,8.637426900584574,1.0257672061713552,1,5.592763022819286
2021-12-01,M1_reserves,3352.8,3207.4,815.3,145.4000000000001,7.577619047619048,8.894736842105068,1.2346871453408588,1,5.830716963399384
2022-01-01,M1_reserves,3323.2,3244.6,825.4,78.59999999999991,8.2625,1.051136363636316,1.7643990933541476,1,1.3364414555234485
2022-02-01,M1_reserves,3307.2,3304.6,843.3,2.599999999999909,9.514736842105263,-7.3351648351649335,2.732924812604443,1,1.0931699250417772
2022-03-01,M1_reserves,1464.9,1283.1,150.0,181.80000000000018,20.032727272727275,11.466666666666661,10.867922845212709,1,11.227169138085081
2022-04-01,M1_reserves,1541.8,1420.9,162.1,120.89999999999986,17.126666666666665,5.220512820512783,8.62026941094871,1,6.580415456687154
