date,M1_signal,M2_signal,M3_signal,M5_signal,Seasonal_Factor,Tax_Week_Flag,M1_contribution,M2_contribution,M3_contribution,M5_contribution,LSI_raw,LSI_adjusted,LSI,LSI_status,M1_share,M2_share,M3_share,M5_share
2025-01-01,0.6247818600469984,0.0,0.0,0.0,1.1,0.4838709677419355,0.1561954650117496,0.0,0.0,0.0,0.1561954650117496,0.17181501151292458,54.284839622697234,ЖЁЛТЫЙ,1.0,0.0,0.0,0.0
2025-02-01,0.5423528347976861,0.0,0.0,0.0,1.0892857142857142,0.42857142857142855,0.13558820869942154,0.0,0.0,0.0,0.13558820869942154,0.14769429876186987,53.685660108806566,ЖЁЛТЫЙ,1.0,0.0,0.0,0.0
2025-03-01,0.5858418526701745,0.0,0.0,2.2251323676281896,1.1225806451612903,0.5806451612903226,0.14646046316754363,0.0,0.0,0.5562830919070474,0.7027435550745911,0.7888863134385732,68.75921504741014,ЖЁЛТЫЙ,0.20841238900013523,0.0,0.0,0.7915876109998647
2025-04-01,0.502189203851158,0.0,0.0,0.0,1.0966666666666667,0.4666666666666667,0.1255473009627895,0.0,0.0,0.0,0.1255473009627895,0.13768354005585914,53.43666121986435,ЖЁЛТЫЙ,1.0,0.0,0.0,0.0
2025-05-01,0.3993611177322797,0.0,0.0,0.901618512207578,1.1064516129032258,0.5161290322580645,0.09984027943306993,0.0,0.0,0.2254046280518945,0.32524490748496443,0.35986775247529934,58.90084202852419,ЖЁЛТЫЙ,0.30696953936991433,0.0,0.0,0.6930304606300857
2025-06-01,0.3467641526301744,0.0,0.0,0.0,1.1,0.4666666666666667,0.0866910381575436,0.0,0.0,0.0,0.0866910381575436,0.09536014197329797,52.38219860137147,ЖЁЛТЫЙ,1.0,0.0,0.0,0.0
2025-07-01,0.2825129926131886,0.0,0.0,1.0877822607358048,1.1064516129032258,0.5161290322580645,0.07062824815329714,0.0,0.0,0.2719455651839512,0.34257381333724835,0.37904134830540703,59.36418670105047,ЖЁЛТЫЙ,0.20616943094762133,0.0,0.0,0.7938305690523786
2025-08-01,0.1635738955960286,0.0,0.0,0.0,1.1,0.4838709677419355,0.04089347389900715,0.0,0.0,0.0,0.04089347389900715,0.04498282128890787,51.12438094416995,ЖЁЛТЫЙ,1.0,0.0,0.0,0.0
2025-09-01,0.128919233966513,0.0,0.0,0.6270146729942158,1.1,0.4666666666666667,0.03222980849162825,0.0,0.0,0.15675366824855394,0.18898347674018218,0.20788182441420042,55.178410341447815,ЖЁЛТЫЙ,0.17054299691998132,0.0,0.0,0.8294570030800188
2025-10-01,0.0743429226488888,0.0,0.0,0.4604315450814211,1.1064516129032258,0.5161290322580645,0.0185857306622222,0.0,0.0,0.11510788627035527,0.13369361693257747,0.14792551808991636,53.69140913394653,ЖЁЛТЫЙ,0.13901733746641845,0.0,0.0,0.8609826625335816
2025-11-01,0.049401912401325,0.0,0.0,0.0,1.0966666666666667,0.4666666666666667,0.01235047810033125,0.0,0.0,0.0,0.01235047810033125,0.013544357650029938,50.338603764872126,ЖЁЛТЫЙ,1.0,0.0,0.0,0.0
2025-12-01,1.71184373254232,0.0,0.0,3.6135033903301887,1.1096774193548387,0.5161290322580645,0.42796093313558,0.0,0.0,0.9033758475825472,1.331336780718127,1.47735436311947,81.4172640272969,КРАСНЫЙ,0.3214520467952042,0.0,0.0,0.6785479532047958
2026-01-01,0.7269076305221042,0.0,0.0,0.0,1.1,0.4838709677419355,0.18172690763052604,0.0,0.0,0.0,0.18172690763052604,0.19989959839357865,54.980914612664186,ЖЁЛТЫЙ,1.0,0.0,0.0,0.0
2026-02-01,1.0296529968454715,0.0,0.0,0.1538963989824358,1.0892857142857142,0.42857142857142855,0.2574132492113679,0.0,0.0,0.03847409974560895,0.2958873489569768,0.3223058622567069,57.988610543259895,ЖЁЛТЫЙ,0.8699704469243691,0.0,0.0,0.13002955307563094
2026-03-01,0.8275862068965847,0.0,0.0,0.7867291412099373,1.1225806451612903,0.5806451612903226,0.20689655172414617,0.0,0.0,0.19668228530248433,0.4035788370266305,0.4530497912427981,61.136410399079786,ЖЁЛТЫЙ,0.5126546110506135,0.0,0.0,0.48734538894938656
2026-04-01,1.531034482758625,0.0,0.0,0.8985747031206849,1.0966666666666667,0.4666666666666667,0.38275862068965627,0.0,0.0,0.22464367578017122,0.6074022964698275,0.6661178517952441,66.06333370052513,ЖЁЛТЫЙ,0.630156690078747,0.0,0.0,0.369843309921253
2026-05-01,0.0,0.0,0.0,0.0,1.1064516129032258,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,50.0,ЖЁЛТЫЙ,0.0,0.0,0.0,0.0
2026-06-01,0.0,0.0,0.0,0.0,1.1,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,50.0,ЖЁЛТЫЙ,0.0,0.0,0.0,0.0
2026-07-01,0.0,0.0,0.0,0.0,1.1064516129032258,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,50.0,ЖЁЛТЫЙ,0.0,0.0,0.0,0.0
2026-08-01,0.0,0.0,0.0,0.0,1.1,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,50.0,ЖЁЛТЫЙ,0.0,0.0,0.0,0.0
2026-09-01,0.0,0.0,0.0,0.0,1.1,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,50.0,ЖЁЛТЫЙ,0.0,0.0,0.0,0.0
2026-10-01,0.0,0.0,0.0,0.0,1.1064516129032258,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,50.0,ЖЁЛТЫЙ,0.0,0.0,0.0,0.0
2026-11-01,0.0,0.0,0.0,0.0,1.0966666666666667,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,50.0,ЖЁЛТЫЙ,0.0,0.0,0.0,0.0
2026-12-01,0.0,0.0,0.0,0.0,1.1096774193548387,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,50.0,ЖЁЛТЫЙ,0.0,0.0,0.0,0.0
